PM2.5,PM10,CO,NO2,SO2,O3,风速,压强,降水量,温度,湿度,时间
42,67,0.6,28,14,64,1,1005.6,64.5,23,70,2019/5/19 10:12
42,66,0.6,28,14,65,0.8,1005.6,64.5,23,69,2019/5/19 10:13
42,67,0.6,28,14,65,0.8,1005.7,64.5,23,70,2019/5/19 10:14
41,67,0.6,28,14,63,1.1,1005.6,64.5,23,69,2019/5/19 10:15
42,68,0.6,28,14,64,0.6,1005.7,64.5,23,70,2019/5/19 10:16
41,66,0.6,28,14,63,0.6,1005.7,64.5,23,69,2019/5/19 10:17
47,72,0.6,28,14,65,0.5,1005.7,64.5,23,68,2019/5/19 10:18
47,72,0.6,29,14,67,0.3,1005.7,64.5,23,68,2019/5/19 10:19
56,78,0.6,30,14,68,1.3,1005.7,64.5,23,68,2019/5/19 10:20
56,77,0.6,30,14,71,1.4,1005.7,64.5,23,68,2019/5/19 10:21
64,88,0.7,31,14,73,1.8,1005.8,64.5,23,69,2019/5/19 10:22
68,95,0.7,31,14,73,0.5,1005.7,64.5,23,70,2019/5/19 10:23
64,84,0.8,30,14,71,0.9,1005.8,64.5,23,70,2019/5/19 10:24
66,95,0.8,30,14,69,0.5,1005.7,64.5,23,69,2019/5/19 10:25
74,107,0.9,31,14,67,1.9,1005.8,64.5,23,68,2019/5/19 10:26
66,90,0.9,32,14,67,0.9,1005.8,64.5,23,69,2019/5/19 10:27
64,87,0.9,32,14,70,0.7,1005.8,64.5,23,69,2019/5/19 10:28
61,81,0.9,32,14,75,0.5,1005.8,64.5,23,70,2019/5/19 10:29
61,87,0.9,31,14,76,0.6,1005.7,64.5,23,70,2019/5/19 10:30
57,80,0.9,29,14,76,0.5,1005.7,64.5,23,69,2019/5/19 10:31
59,79,0.9,28,14,77,0.3,1005.7,64.5,23,69,2019/5/19 10:32
56,76,0.8,29,14,73,0.2,1005.7,64.5,23,68,2019/5/19 10:33
56,80,0.8,31,14,74,0.3,1005.7,64.5,23,68,2019/5/19 10:34
55,78,0.8,32,14,75,0.4,1005.6,64.5,23,67,2019/5/19 10:35
53,78,0.8,35,14,74,0.5,1005.7,64.5,24,67,2019/5/19 10:36
61,89,0.8,37,14,76,0.9,1005.7,64.5,24,66,2019/5/19 10:37
57,79,0.8,38,14,78,1,1005.7,64.5,24,67,2019/5/19 10:38
54,79,0.8,40,14,77,0.5,1005.7,64.5,24,67,2019/5/19 10:39
64,89,0.9,41,14,77,0.2,1005.7,64.5,24,66,2019/5/19 10:40
60,83,0.9,41,14,77,0.4,1005.7,64.5,24,66,2019/5/19 10:41
63,85,0.9,42,14,75,0.3,1005.6,64.5,24,66,2019/5/19 10:42
66,90,1,43,15,73,0.3,1005.6,64.5,24,66,2019/5/19 10:43
64,93,1,44,15,72,0.8,1005.5,64.5,24,65,2019/5/19 10:44
68,94,1,44,15,72,1.8,1005.5,64.5,24,66,2019/5/19 10:45
64,90,1.1,44,15,73,1,1005.6,64.5,24,66,2019/5/19 10:46
59,80,1.1,43,15,73,1.4,1005.5,64.5,24,65,2019/5/19 10:47
63,85,1,42,14,74,0.3,1005.5,64.5,24,66,2019/5/19 10:48
63,87,1,41,14,73,0.5,1005.5,64.5,24,66,2019/5/19 10:49
60,81,1,40,14,74,1.1,1005.5,64.5,24,65,2019/5/19 10:50
56,78,0.9,38,14,76,0.7,1005.5,64.5,24,65,2019/5/19 10:51
60,87,0.9,36,14,74,0.7,1005.5,64.5,24,66,2019/5/19 10:52
61,83,0.9,34,14,73,0.4,1005.6,64.5,24,66,2019/5/19 10:53
61,83,0.9,32,14,73,0.8,1005.6,64.5,24,65,2019/5/19 10:54
61,82,0.9,32,14,70,0.6,1005.6,64.5,24,65,2019/5/19 10:55
59,83,0.9,31,14,70,0.5,1005.6,64.5,24,65,2019/5/19 10:56
58,83,0.9,30,14,69,0.6,1005.6,64.5,24,66,2019/5/19 10:57
65,88,0.9,29,14,68,0.4,1005.6,64.5,24,65,2019/5/19 10:58
60,83,0.9,29,14,66,0.4,1005.7,64.5,24,65,2019/5/19 10:59
52,75,0.8,28,14,64,0.4,1005.9,64.5,24,65,2019/5/19 11:04
50,75,0.8,28,14,64,0.5,1005.9,64.5,24,65,2019/5/19 11:05
54,77,0.7,28,14,64,1.8,1006,64.5,24,66,2019/5/19 11:06
54,77,0.7,28,14,63,1.4,1005.9,64.5,24,66,2019/5/19 11:07
56,78,0.7,28,14,64,0.8,1005.9,64.5,24,66,2019/5/19 11:08
50,72,0.7,28,14,64,0.6,1005.8,64.5,24,66,2019/5/19 11:09
52,75,0.7,28,14,65,0.5,1005.8,64.5,24,66,2019/5/19 11:10
53,76,0.7,28,14,66,1.2,1005.8,64.5,24,66,2019/5/19 11:11
47,71,0.6,28,14,67,1.7,1005.7,64.5,24,66,2019/5/19 11:12
53,77,0.6,28,14,68,1.7,1005.9,64.5,24,66,2019/5/19 11:13
51,74,0.6,28,14,70,1.2,1005.9,64.5,24,66,2019/5/19 11:14
55,77,0.6,28,14,71,0.7,1006,64.5,24,67,2019/5/19 11:15
55,78,0.7,28,14,71,1.2,1005.9,64.5,24,67,2019/5/19 11:16
55,78,0.7,28,14,70,0.9,1006,64.5,24,67,2019/5/19 11:17
52,76,0.7,28,14,70,0.3,1006,64.5,24,67,2019/5/19 11:18
51,75,0.7,28,14,69,0.9,1005.9,64.5,24,67,2019/5/19 11:19
56,76,0.7,28,14,69,1.7,1006,64.5,23,67,2019/5/19 11:20
56,79,0.7,28,14,71,2.3,1006,64.5,23,67,2019/5/19 11:21
52,76,0.7,28,14,74,0.7,1006,64.5,23,68,2019/5/19 11:22
55,78,0.7,28,14,73,1.1,1006,64.5,23,69,2019/5/19 11:23
56,78,0.7,28,14,74,0.6,1006,64.5,23,68,2019/5/19 11:24
57,79,0.7,28,14,75,0.5,1006.1,64.5,23,68,2019/5/19 11:25
56,78,0.7,28,14,75,0.5,1006,64.5,23,69,2019/5/19 11:26
61,83,0.7,28,14,75,1.4,1006.1,64.5,23,68,2019/5/19 11:27
65,89,0.7,28,14,78,1.6,1006.1,64.5,23,67,2019/5/19 11:28
60,81,0.7,28,14,80,1.7,1006,64.5,23,68,2019/5/19 11:29
58,78,0.7,28,14,83,1.3,1006,64.5,23,68,2019/5/19 11:30
67,92,0.7,28,14,87,0.9,1006,64.5,23,68,2019/5/19 11:31
66,91,0.8,28,14,87,0.4,1006,64.5,23,68,2019/5/19 11:32
68,94,0.8,28,14,89,0.4,1006,64.5,23,67,2019/5/19 11:33
62,88,0.8,28,14,89,0.4,1006,64.5,24,67,2019/5/19 11:34
68,90,0.8,28,14,88,0.7,1006,64.5,24,67,2019/5/19 11:35
66,87,0.8,28,14,88,0.3,1006,64.5,24,66,2019/5/19 11:36
66,87,0.8,28,14,90,0.5,1006,64.5,24,66,2019/5/19 11:37
66,85,0.8,28,14,87,0.6,1005.9,64.5,24,66,2019/5/19 11:38
63,84,0.8,28,14,86,1,1005.9,64.5,24,65,2019/5/19 11:39
63,84,0.8,28,14,86,1,1005.9,64.5,24,65,2019/5/19 11:39
69,95,0.8,28,14,87,1,1005.9,64.5,24,65,2019/5/19 11:40
72,101,0.9,28,14,87,1,1005.9,64.5,24,65,2019/5/19 11:41
72,101,0.9,28,14,87,1,1005.9,64.5,24,65,2019/5/19 11:41
76,106,0.9,28,14,86,0.8,1005.8,64.5,24,65,2019/5/19 11:42
79,111,1.1,28,15,84,0.3,1005.8,64.5,24,65,2019/5/19 11:44
74,105,1.1,29,15,82,0.1,1005.8,64.5,24,64,2019/5/19 11:45
74,105,1.1,29,15,82,0.1,1005.8,64.5,24,64,2019/5/19 11:45
77,107,1.2,30,15,80,0.6,1005.8,64.5,24,64,2019/5/19 11:46
88,124,1.2,33,16,77,0.4,1005.8,64.5,25,63,2019/5/19 11:48
91,130,1.3,35,16,75,0.3,1005.9,64.5,25,63,2019/5/19 11:49
91,130,1.3,35,16,75,0.3,1005.9,64.5,25,63,2019/5/19 11:49
72,100,1.3,34,16,75,0.8,1005.8,64.5,24,63,2019/5/19 11:51
80,112,1.3,33,15,77,0.5,1005.8,64.5,24,63,2019/5/19 11:52
80,112,1.3,33,15,77,0.5,1005.8,64.5,24,63,2019/5/19 11:52
87,120,1.2,28,14,80,0.8,1005.8,64.5,24,64,2019/5/19 11:54
87,120,1.2,28,14,80,0.8,1005.8,64.5,24,64,2019/5/19 11:54
85,118,1.2,28,14,79,1.2,1005.9,64.5,24,64,2019/5/19 11:55
94,133,1.4,30,16,74,2.3,1005.9,64.5,24,65,2019/5/19 11:57
94,133,1.4,30,16,74,2.3,1005.9,64.5,24,65,2019/5/19 11:57
96,142,1.5,32,16,72,1.1,1006,64.5,24,66,2019/5/19 11:58
105,152,1.7,30,17,68,1.5,1006,64.5,23,67,2019/5/19 12:03
96,137,1.7,29,17,69,2,1005.9,64.5,23,67,2019/5/19 12:04
98,137,1.6,29,17,70,1.9,1005.9,64.5,23,68,2019/5/19 12:05
100,140,1.6,28,17,71,0.3,1005.9,64.5,23,68,2019/5/19 12:06
92,126,1.5,28,17,70,1,1005.9,64.5,23,67,2019/5/19 12:07
91,126,1.5,28,17,72,1,1005.9,64.5,23,67,2019/5/19 12:08
85,117,1.5,29,17,71,0.3,1005.8,64.5,24,66,2019/5/19 12:09
85,117,1.5,29,17,71,0.3,1005.8,64.5,24,66,2019/5/19 12:09
91,127,1.4,29,17,72,0.6,1005.9,64.5,24,66,2019/5/19 12:10
76,110,1.3,32,17,74,0.7,1005.8,64.5,24,64,2019/5/19 12:12
69,93,1.3,33,17,76,0.6,1005.8,64.5,25,63,2019/5/19 12:13
65,89,1.2,35,16,79,0.4,1005.8,64.5,25,62,2019/5/19 12:14
64,90,1.1,37,16,80,0.4,1005.8,64.5,25,62,2019/5/19 12:15
66,89,1.1,39,15,81,0.4,1005.8,64.5,25,61,2019/5/19 12:16
66,89,1.1,39,15,81,0.4,1005.8,64.5,25,61,2019/5/19 12:16
63,84,1.1,40,14,84,0.9,1005.8,64.5,25,61,2019/5/19 12:17
56,78,1,40,14,86,0.6,1005.8,64.5,25,61,2019/5/19 12:18
54,77,1,41,14,86,1.1,1005.8,64.5,25,61,2019/5/19 12:19
53,75,0.9,39,14,87,1.4,1005.8,64.5,25,60,2019/5/19 12:20
49,74,0.9,35,14,88,1.2,1005.7,64.5,25,61,2019/5/19 12:22
49,74,0.9,35,14,88,1.2,1005.7,64.5,25,61,2019/5/19 12:22
55,77,0.8,30,14,89,0.3,1005.8,64.5,25,62,2019/5/19 12:25
55,77,0.8,30,14,89,0.3,1005.8,64.5,25,62,2019/5/19 12:25
56,76,0.8,29,14,90,0.5,1005.8,64.5,25,61,2019/5/19 12:26
56,77,0.8,28,14,91,0.7,1005.7,64.5,26,60,2019/5/19 12:28
56,77,0.8,28,14,91,0.7,1005.7,64.5,26,60,2019/5/19 12:28
56,79,0.8,28,14,90,1.7,1005.7,64.5,26,60,2019/5/19 12:30
56,79,0.8,28,14,90,1.7,1005.7,64.5,26,60,2019/5/19 12:30
59,80,0.8,28,14,89,1,1005.9,64.5,25,61,2019/5/19 12:32
59,80,0.8,28,14,89,1,1005.9,64.5,25,61,2019/5/19 12:32
63,82,0.8,28,14,94,0.4,1005.9,64.5,25,62,2019/5/19 12:34
66,88,0.9,28,14,93,0.6,1005.8,64.5,25,61,2019/5/19 12:35
62,87,0.9,28,14,94,0.7,1005.7,64.5,25,61,2019/5/19 12:36
62,87,0.9,28,14,94,0.7,1005.7,64.5,25,61,2019/5/19 12:36
58,78,0.9,28,14,95,1.3,1005.7,64.5,26,60,2019/5/19 12:37
60,85,0.9,28,14,94,0.8,1005.8,64.5,26,60,2019/5/19 12:38
56,80,0.9,28,14,95,1.3,1005.7,64.5,26,58,2019/5/19 12:40
52,75,0.9,28,14,96,1.1,1005.9,64.5,26,58,2019/5/19 12:41
52,75,0.9,28,14,96,1.1,1005.9,64.5,26,58,2019/5/19 12:41
53,74,0.9,28,14,97,0.3,1005.8,64.5,26,59,2019/5/19 12:43
53,74,0.9,28,14,97,0.3,1005.8,64.5,26,59,2019/5/19 12:43
50,73,0.8,28,14,97,0.7,1005.8,64.5,27,57,2019/5/19 12:44
49,71,0.8,28,14,97,1.2,1005.8,64.5,27,56,2019/5/19 12:46
50,72,0.8,28,14,97,1.8,1005.6,64.5,27,56,2019/5/19 12:47
48,70,0.8,28,14,98,1.2,1005.8,64.5,26,57,2019/5/19 12:48
48,70,0.8,28,14,98,1.2,1005.8,64.5,26,57,2019/5/19 12:48
48,70,0.8,28,14,99,0.8,1005.7,64.5,26,60,2019/5/19 12:50
50,73,0.8,28,14,99,2.1,1005.8,64.5,26,60,2019/5/19 12:51
46,68,0.8,28,14,98,0.5,1005.8,64.5,25,61,2019/5/19 12:52
48,72,0.8,28,14,95,0.9,1005.8,64.5,26,60,2019/5/19 12:53
48,70,0.8,27,14,93,0.5,1005.8,64.5,25,60,2019/5/19 12:54
48,70,0.8,27,14,93,0.5,1005.8,64.5,25,60,2019/5/19 12:54
48,72,0.8,27,14,88,0.3,1005.8,64.5,26,60,2019/5/19 12:56
48,72,0.8,27,14,88,0.3,1005.8,64.5,26,60,2019/5/19 12:56
47,69,0.8,27,14,87,0.6,1005.9,64.5,26,58,2019/5/19 12:57
40,65,0.8,26,14,89,0.1,1005.8,64.5,26,58,2019/5/19 12:59
40,64,0.8,26,14,90,0.8,1005.7,64.5,26,58,2019/5/19 13:00
39,61,0.8,26,14,94,1.9,1005.7,64.5,26,57,2019/5/19 13:04
39,62,0.7,26,14,94,2.3,1005.7,64.5,26,57,2019/5/19 13:06
39,62,0.7,26,14,95,0.3,1005.8,64.5,26,58,2019/5/19 13:07
36,55,0.7,26,14,94,1.4,1005.8,64.5,26,58,2019/5/19 13:08
36,55,0.7,26,14,94,1.4,1005.8,64.5,26,58,2019/5/19 13:08
37,59,0.7,26,14,93,0.7,1005.7,64.5,26,58,2019/5/19 13:10
37,59,0.7,26,14,93,0.7,1005.7,64.5,26,58,2019/5/19 13:10
37,57,0.7,26,14,93,0.4,1005.7,64.5,26,58,2019/5/19 13:11
36,56,0.7,26,14,91,1.4,1005.8,64.5,26,57,2019/5/19 13:13
36,56,0.7,26,14,91,1.4,1005.8,64.5,26,57,2019/5/19 13:13
35,55,0.7,27,14,90,1.7,1005.8,64.5,27,57,2019/5/19 13:15
36,54,0.7,27,14,90,1.1,1005.8,64.5,26,57,2019/5/19 13:16
36,54,0.7,27,14,90,1.1,1005.8,64.5,26,57,2019/5/19 13:16
36,57,0.7,26,14,90,1.6,1005.8,64.5,26,59,2019/5/19 13:18
36,57,0.7,26,14,90,1.6,1005.8,64.5,26,59,2019/5/19 13:18
40,63,0.7,26,14,90,2,1005.8,64.5,26,59,2019/5/19 13:19
38,57,0.8,26,14,87,1,1005.8,64.5,25,60,2019/5/19 13:21
40,64,0.9,26,14,85,1.3,1005.9,64.5,25,61,2019/5/19 13:22
40,64,0.9,26,14,85,1.3,1005.9,64.5,25,61,2019/5/19 13:22
40,62,0.9,26,14,84,0.6,1005.8,64.5,25,61,2019/5/19 13:23
38,58,0.9,26,14,82,0.4,1005.8,64.5,26,60,2019/5/19 13:24
35,52,0.9,26,14,84,0.4,1005.7,64.5,26,58,2019/5/19 13:26
34,53,0.8,26,14,86,1.8,1005.6,64.5,26,58,2019/5/19 13:27
35,54,0.7,26,14,88,0.8,1005.5,64.5,26,58,2019/5/19 13:28
36,55,0.7,26,14,89,3,1005.6,64.5,27,56,2019/5/19 13:29
39,60,0.7,26,14,90,2.2,1005.6,64.5,27,56,2019/5/19 13:30
36,56,0.8,26,14,91,1.3,1005.6,64.5,26,57,2019/5/19 13:31
36,56,0.8,26,14,91,1.3,1005.6,64.5,26,57,2019/5/19 13:31
37,60,0.8,26,14,91,1.7,1005.6,64.5,26,58,2019/5/19 13:33
37,60,0.8,26,14,91,1.7,1005.6,64.5,26,58,2019/5/19 13:33
38,60,0.9,26,14,90,1.9,1005.6,64.5,26,58,2019/5/19 13:35
38,60,0.9,26,14,90,1.9,1005.6,64.5,26,58,2019/5/19 13:35
35,53,0.9,27,14,91,0.6,1005.6,64.5,26,58,2019/5/19 13:37
35,52,0.8,27,14,92,0.4,1005.6,64.5,26,58,2019/5/19 13:38
34,53,0.8,27,14,92,0.6,1005.7,64.5,27,57,2019/5/19 13:39
36,56,0.8,27,14,92,0.9,1005.5,64.5,27,56,2019/5/19 13:40
35,53,0.8,27,14,92,0.5,1005.6,64.5,27,56,2019/5/19 13:41
34,52,0.8,27,14,92,1,1005.5,64.5,27,55,2019/5/19 13:42
34,52,0.8,27,14,92,1,1005.5,64.5,27,55,2019/5/19 13:42
36,56,0.8,27,14,91,1.3,1005.5,64.5,27,56,2019/5/19 13:44
36,56,0.8,27,14,91,1.3,1005.5,64.5,27,56,2019/5/19 13:44
36,56,0.8,27,14,90,0.7,1005.4,64.5,27,56,2019/5/19 13:46
36,56,0.8,27,14,90,0.7,1005.4,64.5,27,56,2019/5/19 13:46
36,57,0.9,27,14,89,1.5,1005.4,64.5,27,56,2019/5/19 13:48
37,57,0.8,27,14,90,1.3,1005.4,64.5,26,57,2019/5/19 13:49
37,57,0.8,27,14,90,1.3,1005.4,64.5,26,57,2019/5/19 13:49
36,56,0.8,26,14,90,2.4,1005.4,64.5,26,57,2019/5/19 13:50
34,52,0.8,26,14,90,1.1,1005.5,64.5,26,58,2019/5/19 13:51
36,55,0.8,26,14,89,2.1,1005.4,64.5,26,57,2019/5/19 13:52
37,56,0.8,26,14,89,0.7,1005.4,64.5,26,58,2019/5/19 13:53
38,61,0.8,26,14,87,0.5,1005.4,64.5,27,57,2019/5/19 13:54
40,62,0.8,26,14,85,0.8,1005.3,64.5,27,56,2019/5/19 13:55
36,57,0.9,26,14,84,0.5,1005.2,64.5,27,55,2019/5/19 13:56
36,55,0.9,26,14,82,0.6,1005.1,64.5,27,55,2019/5/19 13:57
39,61,0.9,27,14,81,1.2,1005,64.5,28,54,2019/5/19 13:59
39,61,0.9,27,14,81,1.2,1005,64.5,28,54,2019/5/19 13:59
40,62,0.9,27,14,82,0.8,1005.1,64.5,28,54,2019/5/19 14:00
38,60,1,27,14,86,2.2,1005,64.5,27,54,2019/5/19 14:04
39,62,1,27,14,86,0.8,1005,64.5,27,55,2019/5/19 14:05
40,63,1,27,14,86,0.8,1005,64.5,27,55,2019/5/19 14:06
41,67,1,27,14,85,0.6,1005,64.5,27,55,2019/5/19 14:07
39,60,1,27,14,85,1.1,1005,64.5,28,54,2019/5/19 14:08
39,60,1,27,14,84,0.4,1005.1,64.5,28,54,2019/5/19 14:09
40,62,1,27,14,82,0.5,1005.1,64.5,28,53,2019/5/19 14:10
48,72,1,27,14,81,0.7,1005.2,64.5,28,52,2019/5/19 14:11
46,69,1.1,27,14,80,0.8,1005.3,64.5,28,52,2019/5/19 14:12
46,69,1.1,27,14,80,0.8,1005.3,64.5,28,52,2019/5/19 14:12
44,67,1.1,27,14,80,1.5,1005.2,64.5,28,51,2019/5/19 14:13
51,72,1.2,27,14,79,1.4,1005.1,64.5,28,53,2019/5/19 14:14
42,65,1.2,27,14,79,1.2,1005.1,64.5,27,54,2019/5/19 14:15
46,70,1.2,26,14,79,0.6,1005.1,64.5,27,54,2019/5/19 14:16
45,69,1.1,26,14,76,2,1005,64.5,27,54,2019/5/19 14:17
42,66,1.1,26,14,75,1,1005,64.5,27,55,2019/5/19 14:19
42,66,1.1,26,14,75,1,1005,64.5,27,55,2019/5/19 14:19
43,67,1.1,26,14,74,0.3,1005,64.5,27,54,2019/5/19 14:20
45,67,1.1,26,14,74,0.3,1005,64.5,28,54,2019/5/19 14:21
45,67,1.1,26,14,74,0.7,1005,64.5,28,53,2019/5/19 14:22
41,65,1.2,26,14,72,0.5,1004.9,64.5,28,52,2019/5/19 14:23
41,62,1.2,26,14,72,0.8,1004.9,64.5,28,52,2019/5/19 14:24
40,61,1.1,26,14,72,0.8,1004.9,64.5,28,52,2019/5/19 14:25
36,54,1.1,26,14,74,1.1,1005,64.5,28,52,2019/5/19 14:26
40,61,1,26,14,75,0.4,1004.8,64.5,28,53,2019/5/19 14:27
36,55,0.9,26,14,76,0.7,1004.8,64.5,28,53,2019/5/19 14:28
36,56,0.9,26,14,76,1.5,1004.9,64.5,28,53,2019/5/19 14:29
39,60,0.9,26,14,76,0.3,1004.8,64.5,28,54,2019/5/19 14:30
42,66,0.9,26,14,74,0.9,1004.8,64.5,28,53,2019/5/19 14:31
48,73,1,26,14,74,0.3,1004.9,64.5,28,53,2019/5/19 14:32
47,70,1.1,26,14,74,0.3,1004.9,64.5,28,52,2019/5/19 14:33
46,68,1.1,26,14,73,0.9,1004.9,64.5,28,52,2019/5/19 14:34
49,72,1.2,26,14,73,0.4,1004.9,64.5,28,52,2019/5/19 14:35
44,69,1.2,26,14,72,0.2,1004.9,64.5,29,51,2019/5/19 14:36
44,68,1.2,26,14,72,0.6,1004.9,64.5,29,51,2019/5/19 14:37
41,67,1.2,26,14,73,0.7,1004.9,64.5,29,51,2019/5/19 14:38
42,67,1.2,26,14,74,0.4,1004.7,64.5,29,51,2019/5/19 14:39
44,68,1.2,26,14,75,1.8,1004.7,64.5,29,50,2019/5/19 14:40
44,68,1.2,26,14,75,1.8,1004.7,64.5,29,50,2019/5/19 14:40
44,68,1.2,26,14,76,0.5,1004.8,64.5,28,52,2019/5/19 14:41
42,67,1.2,26,14,77,0.6,1004.8,64.5,28,52,2019/5/19 14:42
43,67,1.2,26,14,76,0.8,1004.7,64.5,29,51,2019/5/19 14:43
44,66,1.2,26,14,75,0.4,1004.7,64.5,29,51,2019/5/19 14:44
44,68,1.2,26,14,74,1.5,1004.8,64.5,29,51,2019/5/19 14:45
42,65,1.2,26,14,73,0.8,1004.7,64.5,29,51,2019/5/19 14:46
44,67,1.3,26,14,73,1.3,1004.8,64.5,28,52,2019/5/19 14:47
40,63,1.3,26,14,75,1.4,1004.7,64.5,28,52,2019/5/19 14:48
42,66,1.3,26,14,77,0.8,1004.7,64.5,28,53,2019/5/19 14:49
42,66,1.3,26,14,77,1.4,1004.8,64.5,28,53,2019/5/19 14:50
41,63,1.3,26,14,77,0.9,1004.8,64.5,28,53,2019/5/19 14:51
43,67,1.3,26,14,77,1.2,1004.8,64.5,28,53,2019/5/19 14:52
42,68,1.3,26,14,77,1.9,1004.9,64.5,28,55,2019/5/19 14:53
45,67,1.3,26,14,77,1.3,1004.9,64.5,28,54,2019/5/19 14:54
50,73,1.3,26,14,77,1,1004.9,64.5,27,55,2019/5/19 14:55
46,70,1.3,26,14,77,0.6,1004.9,64.5,28,54,2019/5/19 14:56
49,71,1.3,26,14,77,1,1004.9,64.5,28,53,2019/5/19 14:57
46,70,1.3,26,14,77,0.4,1004.9,64.5,28,54,2019/5/19 14:58
47,71,1.3,26,14,77,1.1,1005,64.5,28,53,2019/5/19 14:59
41,63,1.2,26,14,80,0.7,1004.8,64.5,28,53,2019/5/19 15:04
43,67,1.2,26,14,79,0.7,1004.9,64.5,28,52,2019/5/19 15:05
45,67,1.1,26,14,79,0.5,1004.9,64.5,28,52,2019/5/19 15:06
45,68,1.1,26,14,79,0.7,1004.9,64.5,29,52,2019/5/19 15:07
45,69,1.1,26,14,80,0.7,1004.9,64.5,29,51,2019/5/19 15:08
45,69,1.1,26,14,80,0.7,1004.9,64.5,29,51,2019/5/19 15:08
42,66,1.1,26,14,81,0.4,1005,64.5,29,51,2019/5/19 15:09
40,65,1.1,26,14,83,0.3,1004.9,64.5,29,51,2019/5/19 15:10
40,64,1.1,26,14,84,0.2,1004.9,64.5,29,51,2019/5/19 15:11
40,62,1.1,26,14,84,1,1004.9,64.5,29,51,2019/5/19 15:12
38,58,1,26,14,83,0.8,1004.8,64.5,29,50,2019/5/19 15:13
39,60,1,26,14,82,0.5,1004.9,64.5,29,50,2019/5/19 15:14
39,60,1,26,14,81,0.4,1004.8,64.5,29,50,2019/5/19 15:15
38,58,1,26,14,81,0.4,1004.8,64.5,29,50,2019/5/19 15:16
36,57,1,26,14,81,1,1004.7,64.5,29,49,2019/5/19 15:17
35,52,1,26,14,83,0.9,1004.6,64.5,29,50,2019/5/19 15:18
36,55,0.9,26,14,83,1.9,1004.6,64.5,29,51,2019/5/19 15:19
34,53,0.9,26,14,84,0.8,1004.7,64.5,29,51,2019/5/19 15:20
35,53,0.9,26,14,84,0.2,1004.6,64.5,29,51,2019/5/19 15:21
34,52,0.9,26,14,83,1.2,1004.7,64.5,29,50,2019/5/19 15:22
35,54,0.9,26,14,82,1.4,1004.7,64.5,29,51,2019/5/19 15:23
35,53,0.9,26,14,83,0.4,1004.7,64.5,29,51,2019/5/19 15:24
34,52,0.9,26,14,83,0.6,1004.7,64.5,29,51,2019/5/19 15:25
36,54,0.9,26,14,84,0.3,1004.7,64.5,29,51,2019/5/19 15:26
34,54,0.9,26,14,83,1,1004.7,64.5,29,50,2019/5/19 15:27
36,55,0.9,26,14,82,1.3,1004.7,64.5,29,49,2019/5/19 15:28
35,54,0.9,26,14,82,2.1,1004.7,64.5,29,50,2019/5/19 15:29
35,55,0.9,26,14,83,1.2,1004.7,64.5,28,51,2019/5/19 15:30
34,51,0.9,26,14,84,0.8,1004.8,64.5,28,52,2019/5/19 15:31
34,51,0.9,26,14,85,0.3,1004.8,64.5,28,52,2019/5/19 15:32
34,54,0.9,26,14,84,0.2,1004.7,64.5,28,52,2019/5/19 15:33
33,49,0.9,26,14,84,0.3,1004.8,64.5,29,51,2019/5/19 15:34
36,55,0.9,26,14,83,0.3,1004.8,64.5,29,51,2019/5/19 15:35
36,55,0.9,26,14,84,0.8,1004.8,64.5,29,50,2019/5/19 15:36
36,53,0.9,26,14,85,0.2,1004.8,64.5,29,50,2019/5/19 15:37
36,55,0.9,26,14,86,1.1,1004.7,64.5,29,50,2019/5/19 15:38
36,55,0.9,26,14,86,1.2,1004.8,64.5,29,50,2019/5/19 15:39
35,53,0.9,26,14,87,0.6,1004.7,64.5,29,51,2019/5/19 15:40
35,55,0.9,26,14,87,1.1,1004.8,64.5,29,51,2019/5/19 15:41
35,55,0.9,26,14,87,0.5,1004.6,64.5,29,51,2019/5/19 15:42
33,49,0.9,26,14,86,0.5,1004.6,64.5,29,50,2019/5/19 15:43
33,52,0.9,26,14,85,0.4,1004.6,64.5,29,49,2019/5/19 15:44
32,49,0.9,26,14,83,1.5,1004.6,64.5,30,49,2019/5/19 15:45
35,52,0.9,26,14,84,0.8,1004.7,64.5,29,49,2019/5/19 15:46
32,49,0.9,26,14,84,0.8,1004.7,64.5,29,49,2019/5/19 15:47
32,48,0.9,26,14,86,0.2,1004.7,64.5,29,50,2019/5/19 15:48
32,47,0.9,26,14,85,0.2,1004.6,64.5,30,49,2019/5/19 15:49
32,47,0.9,26,14,85,0.4,1004.6,64.5,30,48,2019/5/19 15:50
32,49,0.9,26,14,86,1.1,1004.6,64.5,30,48,2019/5/19 15:51
32,49,0.9,26,14,86,0.7,1004.6,64.5,30,48,2019/5/19 15:52
32,49,0.9,26,14,86,0.7,1004.6,64.5,30,48,2019/5/19 15:53
33,49,0.9,26,14,86,0.2,1004.6,64.5,30,48,2019/5/19 15:54
33,50,0.9,26,14,85,0.7,1004.6,64.5,30,47,2019/5/19 15:55
32,48,0.9,26,14,86,0.4,1004.7,64.5,30,47,2019/5/19 15:56
32,48,0.9,26,14,86,0.2,1004.6,64.5,30,47,2019/5/19 15:57
32,49,0.9,26,14,85,0.5,1004.6,64.5,30,47,2019/5/19 15:58
28,44,0.9,26,14,85,0.3,1004.6,64.5,30,47,2019/5/19 15:59
32,50,0.9,26,14,83,0.4,1004.5,64.5,30,47,2019/5/19 16:05
32,47,0.9,26,14,84,0.4,1004.5,64.5,30,47,2019/5/19 16:06
